title	time	revert	version	user
Huey 	2002-06-05 22:36:41	0	5	Bryan_Derksen
Huey 	2002-02-25 15:43:11	0	4	Conversion_script
Huey 	2001-12-27 22:30:11	0	3	Larry_Sanger
Huey 	2001-12-27 21:37:44	0	2	Carey_Evans
Huey 	2001-12-27 20:14:57	0	1	195.121.244.xxx
Spanish_Football_League_Teams 	2002-03-13 20:04:10	0	1	Robert_Merkel
Protestantism 	2002-10-19 23:46:11	0	49	Mkmcconn
Protestantism 	2002-10-16 14:46:09	0	48	Wesley
Protestantism 	2002-10-16 08:10:33	0	47	Quintessent
Protestantism 	2002-10-01 16:06:18	0	46	Mkmcconn
Protestantism 	2002-10-01 16:01:41	0	45	Ram-Man
Protestantism 	2002-09-27 18:00:41	0	44	Mkmcconn
Protestantism 	2002-09-27 10:18:53	0	43	Andre_Engels
Protestantism 	2002-09-26 04:29:48	0	42	Mkmcconn
Protestantism 	2002-09-25 21:46:57	0	41	24.209.204.158
Protestantism 	2002-09-25 02:49:43	0	40	Mkmcconn
Protestantism 	2002-09-24 23:58:12	0	39	Mkmcconn
Protestantism 	2002-09-24 23:57:04	0	38	Mkmcconn
Protestantism 	2002-09-24 23:51:32	0	37	Mkmcconn
Protestantism 	2002-09-24 21:44:35	0	36	Mkmcconn
Protestantism 	2002-09-24 21:16:38	0	35	Mkmcconn
Protestantism 	2002-09-24 21:14:07	0	34	Mkmcconn
Protestantism 	2002-09-24 20:58:37	0	33	Mkmcconn
Protestantism 	2002-09-24 20:57:15	0	32	Mkmcconn
Protestantism 	2002-09-23 22:07:31	0	31	Mkmcconn
Protestantism 	2002-09-23 15:54:32	0	30	Wesley
Protestantism 	2002-08-25 08:40:56	0	29	Rek
Protestantism 	2002-08-22 05:18:19	0	28	143.126.201.200
Protestantism 	2002-08-22 05:15:47	0	27	143.126.201.200
Protestantism 	2002-07-20 00:28:55	0	26	Charleschuck
Protestantism 	2002-04-14 20:01:42	0	25	Charleschuck
Protestantism 	2002-03-05 17:24:06	0	24	Amillar
Protestantism 	2002-02-25 15:43:11	0	23	Charleschuck
Protestantism 	2002-02-22 23:17:47	0	22	Wesley
Protestantism 	2002-02-05 14:53:38	0	21	Conversion_script
Protestantism 	2002-01-02 23:54:02	0	20	12.82.142.xxx
Protestantism 	2002-01-02 23:48:45	0	19	12.82.142.xxx
Protestantism 	2002-01-02 23:48:03	0	18	12.82.142.xxx
Protestantism 	2001-12-27 05:24:35	0	17	Wesley
Protestantism 	2001-12-18 22:09:45	0	16	Rmhermen
Protestantism 	2001-12-18 22:07:08	0	15	128.32.172.xxx
Protestantism 	2001-12-18 22:01:35	0	14	Alan_Millar
Protestantism 	2001-12-06 06:04:03	0	13	Wesley
Protestantism 	2001-12-06 05:04:02	0	12	137.111.13.xxx
Protestantism 	2001-12-05 22:00:34	0	11	192.146.101.xxx
Protestantism 	2001-12-05 19:26:16	0	10	MichaelTinkler
Protestantism 	2001-12-05 19:14:53	0	9	MichaelTinkler
Protestantism 	2001-12-05 19:08:46	0	8	62.202.117.xxx
Protestantism 	2001-12-05 19:04:34	0	7	62.202.117.xxx
Protestantism 	2001-12-05 18:58:59	0	6	MichaelTinkler
Protestantism 	2001-12-05 18:58:17	0	5	MichaelTinkler
Protestantism 	2001-12-05 17:54:59	0	4	Ed_Poor
Protestantism 	2001-12-05 17:54:30	0	3	Ed_Poor
Protestantism 	2001-12-05 17:53:05	0	2	Ed_Poor
Protestantism 	2001-09-30 21:47:33	0	1	RK
Vilya 	2002-12-22 23:09:58	0	10	67.85.15.233
Vilya 	2002-12-01 19:22:48	0	9	Mrwojo
Vilya 	2002-07-30 04:32:09	0	8	62.179.186.165
Vilya 	2002-07-23 10:23:56	1	7	Ed_Poor
Vilya 	2002-07-23 10:23:03	1	7	Ed_Poor
Vilya 	2002-07-23 08:13:58	0	7	Ed_Poor
Vilya 	2002-02-25 15:51:15	0	6	0
